id,type,x,y,key,lon,lat,OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,GEOID_Data,nodes_tract,pop_tract,median_inc,stops_tract
"228",FWJCT,"4599","20509","219",6345653.982227222993970,2158795.600030412431806,18159,"06","019","002800","1","060190028001",Block Group 1,G5030,S,666121.999999999883585,0.000000000000000,"+36.7577821","-119.7385922",0.038944129304810,0.000067222837835,15000US060190028001,5.000000000000000,1844.000000000000000,32869.000000000000000,6.000000000000000
"229",DMOND,"7475","34132","220",6345256.942113675177097,2158843.445074392016977,18159,"06","019","002800","1","060190028001",Block Group 1,G5030,S,666121.999999999883585,0.000000000000000,"+36.7577821","-119.7385922",0.038944129304810,0.000067222837835,15000US060190028001,5.000000000000000,1844.000000000000000,32869.000000000000000,6.000000000000000
"230",FWJCT,"5596","34262","221",6331604.925971492193639,2145729.964824907947332,57,"06","019","001100","2","060190011002",Block Group 2,G5030,S,953513.999999999883585,0.000000000000000,"+36.7174725","-119.7840667",0.045176585393921,0.000096175920662,15000US060190011002,26.000000000000000,1311.000000000000000,30543.000000000000000,2.000000000000000
"231",FWJCT,"4624","29001","222",6332003.172786516137421,2144749.778886260930449,57,"06","019","001100","2","060190011002",Block Group 2,G5030,S,953513.999999999883585,0.000000000000000,"+36.7174725","-119.7840667",0.045176585393921,0.000096175920662,15000US060190011002,26.000000000000000,1311.000000000000000,30543.000000000000000,2.000000000000000
"232",FWJCT,"2944","39537","223",6331517.810379946604371,2145844.681317662354559,57,"06","019","001100","2","060190011002",Block Group 2,G5030,S,953513.999999999883585,0.000000000000000,"+36.7174725","-119.7840667",0.045176585393921,0.000096175920662,15000US060190011002,26.000000000000000,1311.000000000000000,30543.000000000000000,2.000000000000000
"233",FWJCT,"5994","39509","224",6331699.432400082238019,2144762.693128354381770,57,"06","019","001100","2","060190011002",Block Group 2,G5030,S,953513.999999999883585,0.000000000000000,"+36.7174725","-119.7840667",0.045176585393921,0.000096175920662,15000US060190011002,26.000000000000000,1311.000000000000000,30543.000000000000000,2.000000000000000
"234",FWJCT,"4072","39539","225",6337597.599338117986917,2158827.281951745040715,18493,"06","019","002502","2","060190025022",Block Group 2,G5030,S,322578.000000000000000,0.000000000000000,"+36.7540681","-119.7657125",0.023646699745966,0.000032552111330,15000US060190025022,9.000000000000000,940.000000000000000,14707.000000000000000,3.000000000000000
"235",DMOND,"785","24008","226",6336630.794418803416193,2158760.789486084599048,18492,"06","019","002502","1","060190025021",Block Group 1,G5030,S,325211.000000000058208,0.000000000000000,"+36.7540787","-119.7702214",0.023542873246352,0.000032817634209,15000US060190025021,20.000000000000000,1505.000000000000000,21600.000000000000000,3.000000000000000
"236",FWJCT,"4598","16454","227",6331864.585364108905196,2144703.969210967887193,57,"06","019","001100","2","060190011002",Block Group 2,G5030,S,953513.999999999883585,0.000000000000000,"+36.7174725","-119.7840667",0.045176585393921,0.000096175920662,15000US060190011002,26.000000000000000,1311.000000000000000,30543.000000000000000,2.000000000000000
"238",FWJCT,"16276","53173","228",6331333.034191454760730,2145987.547549383249134,57,"06","019","001100","2","060190011002",Block Group 2,G5030,S,953513.999999999883585,0.000000000000000,"+36.7174725","-119.7840667",0.045176585393921,0.000096175920662,15000US060190011002,26.000000000000000,1311.000000000000000,30543.000000000000000,2.000000000000000
"239",FWJCT,"5808","62352","229",6341566.332728494890034,2158756.477459590882063,18274,"06","019","002800","4","060190028004",Block Group 4,G5030,S,459812.000000000000000,0.000000000000000,"+36.7559383","-119.7523032",0.033741057877760,0.000046401803468,15000US060190028004,4.000000000000000,1093.000000000000000,23075.000000000000000,5.000000000000000
"240",FWJCT,"7362","63210","230",6341977.720007224008441,2158714.890118967276067,18274,"06","019","002800","4","060190028004",Block Group 4,G5030,S,459812.000000000000000,0.000000000000000,"+36.7559383","-119.7523032",0.033741057877760,0.000046401803468,15000US060190028004,4.000000000000000,1093.000000000000000,23075.000000000000000,5.000000000000000
"241",FWJCT,"6418","61846","231",6330912.316886175423861,2146386.112411153968424,57,"06","019","001100","2","060190011002",Block Group 2,G5030,S,953513.999999999883585,0.000000000000000,"+36.7174725","-119.7840667",0.045176585393921,0.000096175920662,15000US060190011002,26.000000000000000,1311.000000000000000,30543.000000000000000,2.000000000000000
"242",FWJCT,"4644","63506","232",6331246.052996383979917,2145971.077221390325576,57,"06","019","001100","2","060190011002",Block Group 2,G5030,S,953513.999999999883585,0.000000000000000,"+36.7174725","-119.7840667",0.045176585393921,0.000096175920662,15000US060190011002,26.000000000000000,1311.000000000000000,30543.000000000000000,2.000000000000000
"243",FWJCT,"6437","64622","233",6331946.000029999762774,2187362.999844000209123,22843,"06","019","004504","1","060190045041",Block Group 1,G5030,S,1288067.000000000000000,0.000000000000000,"+36.8301843","-119.7857859",0.046872004841904,0.000130108616419,15000US060190045041,89.000000000000000,1900.000000000000000,36974.000000000000000,6.000000000000000
"244",FWJCT,"7839","62666","234",6331942.000029999762774,2186529.999844000209123,22843,"06","019","004504","1","060190045041",Block Group 1,G5030,S,1288067.000000000000000,0.000000000000000,"+36.8301843","-119.7857859",0.046872004841904,0.000130108616419,15000US060190045041,89.000000000000000,1900.000000000000000,36974.000000000000000,6.000000000000000
"245",FWJCT,"9977","57760","235",6336119.842596434056759,2159119.021582941059023,18492,"06","019","002502","1","060190025021",Block Group 1,G5030,S,325211.000000000058208,0.000000000000000,"+36.7540787","-119.7702214",0.023542873246352,0.000032817634209,15000US060190025021,20.000000000000000,1505.000000000000000,21600.000000000000000,3.000000000000000
"246",FWJCT,"4494","32986","236",6334943.277277554385364,2159750.463623357936740,18477,"06","019","002400","2","060190024002",Block Group 2,G5030,S,651808.000000000000000,0.000000000000000,"+36.7540456","-119.7769916",0.032574441712821,0.000065775557605,15000US060190024002,56.000000000000000,1068.000000000000000,14243.000000000000000,7.000000000000000
"247",FWJCT,"3038","16082","237",6331967.000029999762774,2191791.999844000209123,14185,"06","019","004404","1","060190044041",Block Group 1,G5030,S,1675319.000000000000000,0.000000000000000,"+36.8468711","-119.7939614",0.069242536114870,0.000169261251048,15000US060190044041,81.000000000000000,1931.000000000000000,39191.000000000000000,15.000000000000000
"248",FWJCT,"4739","22663","238",6334420.162281506694853,2159972.145153733901680,18266,"06","019","002400","1","060190024001",Block Group 1,G5030,S,653299.000000000000000,0.000000000000000,"+36.7613594","-119.7769993",0.032665018302408,0.000065932293997,15000US060190024001,45.000000000000000,821.000000000000000,24432.000000000000000,7.000000000000000
"249",FWJCT,"4424","35435","239",6333762.884643732570112,2158455.465851150918752,18477,"06","019","002400","2","060190024002",Block Group 2,G5030,S,651808.000000000000000,0.000000000000000,"+36.7540456","-119.7769916",0.032574441712821,0.000065775557605,15000US060190024002,56.000000000000000,1068.000000000000000,14243.000000000000000,7.000000000000000
"250",FWJCT,"4467","34441","240",6334374.349847087636590,2159652.104186273645610,18477,"06","019","002400","2","060190024002",Block Group 2,G5030,S,651808.000000000000000,0.000000000000000,"+36.7540456","-119.7769916",0.032574441712821,0.000065775557605,15000US060190024002,56.000000000000000,1068.000000000000000,14243.000000000000000,7.000000000000000
"251",FWJCT,"4472","35434","241",6331922.000029999762774,2192770.999844000209123,14185,"06","019","004404","1","060190044041",Block Group 1,G5030,S,1675319.000000000000000,0.000000000000000,"+36.8468711","-119.7939614",0.069242536114870,0.000169261251048,15000US060190044041,81.000000000000000,1931.000000000000000,39191.000000000000000,15.000000000000000
"252",FWJCT,"4436","37878","242",6331618.000029999762774,2193769.999844000209123,14185,"06","019","004404","1","060190044041",Block Group 1,G5030,S,1675319.000000000000000,0.000000000000000,"+36.8468711","-119.7939614",0.069242536114870,0.000169261251048,15000US060190044041,81.000000000000000,1931.000000000000000,39191.000000000000000,15.000000000000000
"253",FWJCT,"4485","38014","243",6334263.820230834186077,2159644.878957508597523,18477,"06","019","002400","2","060190024002",Block Group 2,G5030,S,651808.000000000000000,0.000000000000000,"+36.7540456","-119.7769916",0.032574441712821,0.000065775557605,15000US060190024002,56.000000000000000,1068.000000000000000,14243.000000000000000,7.000000000000000
"254",FWJCT,"4447","38256","244",6333796.342925673350692,2158788.170740459114313,18477,"06","019","002400","2","060190024002",Block Group 2,G5030,S,651808.000000000000000,0.000000000000000,"+36.7540456","-119.7769916",0.032574441712821,0.000065775557605,15000US060190024002,56.000000000000000,1068.000000000000000,14243.000000000000000,7.000000000000000
"255",FWJCT,"4536","39153","245",6333707.418294731527567,2158295.149026929400861,18477,"06","019","002400","2","060190024002",Block Group 2,G5030,S,651808.000000000000000,0.000000000000000,"+36.7540456","-119.7769916",0.032574441712821,0.000065775557605,15000US060190024002,56.000000000000000,1068.000000000000000,14243.000000000000000,7.000000000000000
"256",FWJCT,"4538","38580","246",6334237.539303424768150,2157767.681761459913105,18477,"06","019","002400","2","060190024002",Block Group 2,G5030,S,651808.000000000000000,0.000000000000000,"+36.7540456","-119.7769916",0.032574441712821,0.000065775557605,15000US060190024002,56.000000000000000,1068.000000000000000,14243.000000000000000,7.000000000000000
"257",FWJCT,"4745","40903","247",6335089.438023071736097,2158832.556200754363090,18477,"06","019","002400","2","060190024002",Block Group 2,G5030,S,651808.000000000000000,0.000000000000000,"+36.7540456","-119.7769916",0.032574441712821,0.000065775557605,15000US060190024002,56.000000000000000,1068.000000000000000,14243.000000000000000,7.000000000000000
"258",FWJCT,"4749","40391","248",6331830.000029999762774,2192976.999844000209123,14185,"06","019","004404","1","060190044041",Block Group 1,G5030,S,1675319.000000000000000,0.000000000000000,"+36.8468711","-119.7939614",0.069242536114870,0.000169261251048,15000US060190044041,81.000000000000000,1931.000000000000000,39191.000000000000000,15.000000000000000
"259",FWJCT,"4783","42012","249",6331956.000029999762774,2192147.999844000209123,14185,"06","019","004404","1","060190044041",Block Group 1,G5030,S,1675319.000000000000000,0.000000000000000,"+36.8468711","-119.7939614",0.069242536114870,0.000169261251048,15000US060190044041,81.000000000000000,1931.000000000000000,39191.000000000000000,15.000000000000000
"260",FWJCT,"4817","42487","250",6334281.452252873219550,2156943.253685233183205,1826,"06","019","000501","1","060190005011",Block Group 1,G5030,S,296940.000000000000000,0.000000000000000,"+36.7466593","-119.7745594",0.023230723091882,0.000029962005717,15000US060190005011,31.000000000000000,860.000000000000000,27250.000000000000000,3.000000000000000
"261",FWJCT,"4740","43246","251",6331291.000029999762774,2194290.999844000209123,7257,"06","019","004408","2","060190044082",Block Group 2,G5030,S,4548519.000000000000000,29341.000000000000000,"+36.8626333","-119.7952018",0.126487835456578,0.000462606117763,15000US060190044082,54.000000000000000,1849.000000000000000,66653.000000000000000,1.000000000000000
"262",FWJCT,"4703","44465","252",6334523.818794349208474,2160631.623983829747885,18266,"06","019","002400","1","060190024001",Block Group 1,G5030,S,653299.000000000000000,0.000000000000000,"+36.7613594","-119.7769993",0.032665018302408,0.000065932293997,15000US060190024001,45.000000000000000,821.000000000000000,24432.000000000000000,7.000000000000000
"263",FWJCT,"4735","45024","253",6334726.202798568643630,2158837.573339384514838,18477,"06","019","002400","2","060190024002",Block Group 2,G5030,S,651808.000000000000000,0.000000000000000,"+36.7540456","-119.7769916",0.032574441712821,0.000065775557605,15000US060190024002,56.000000000000000,1068.000000000000000,14243.000000000000000,7.000000000000000
"264",FWJCT,"6321","59352","254",6334313.529732326045632,2158988.377650989685208,18477,"06","019","002400","2","060190024002",Block Group 2,G5030,S,651808.000000000000000,0.000000000000000,"+36.7540456","-119.7769916",0.032574441712821,0.000065775557605,15000US060190024002,56.000000000000000,1068.000000000000000,14243.000000000000000,7.000000000000000
"265",FWJCT,"3880","44400","255",6334521.260389136150479,2157965.103506773244590,18477,"06","019","002400","2","060190024002",Block Group 2,G5030,S,651808.000000000000000,0.000000000000000,"+36.7540456","-119.7769916",0.032574441712821,0.000065775557605,15000US060190024002,56.000000000000000,1068.000000000000000,14243.000000000000000,7.000000000000000
"266",FWJCT,"7244","44600","256",6329933.044306446798146,2157909.155508122406900,18264,"06","019","002300","3","060190023003",Block Group 3,G5030,S,574137.000000000000000,0.000000000000000,"+36.7527774","-119.7966904",0.034477722729640,0.000057936481133,15000US060190023003,17.000000000000000,1311.000000000000000,24444.000000000000000,11.000000000000000
"267",FWJCT,"163","39769","257",6329957.510676208883524,2158261.357718153391033,18264,"06","019","002300","3","060190023003",Block Group 3,G5030,S,574137.000000000000000,0.000000000000000,"+36.7527774","-119.7966904",0.034477722729640,0.000057936481133,15000US060190023003,17.000000000000000,1311.000000000000000,24444.000000000000000,11.000000000000000
"268",FWJCT,"4594","28154","258",6330128.433334521017969,2158255.404158239718527,18263,"06","019","002300","1","060190023001",Block Group 1,G5030,S,497888.999999999941792,0.000000000000000,"+36.7572890","-119.7904977",0.043774259611957,0.000050245194937,15000US060190023001,43.000000000000000,1366.000000000000000,36042.000000000000000,6.000000000000000
"269",FWJCT,"4530","29788","259",6329787.583888306282461,2157808.630552242975682,18264,"06","019","002300","3","060190023003",Block Group 3,G5030,S,574137.000000000000000,0.000000000000000,"+36.7527774","-119.7966904",0.034477722729640,0.000057936481133,15000US060190023003,17.000000000000000,1311.000000000000000,24444.000000000000000,11.000000000000000
"270",FWJCT,"4512","30924","260",6329575.080894863232970,2157842.798926178365946,18264,"06","019","002300","3","060190023003",Block Group 3,G5030,S,574137.000000000000000,0.000000000000000,"+36.7527774","-119.7966904",0.034477722729640,0.000057936481133,15000US060190023003,17.000000000000000,1311.000000000000000,24444.000000000000000,11.000000000000000
"271",FWJCT,"4475","36067","261",6330121.533481029793620,2158085.532465419266373,18263,"06","019","002300","1","060190023001",Block Group 1,G5030,S,497888.999999999941792,0.000000000000000,"+36.7572890","-119.7904977",0.043774259611957,0.000050245194937,15000US060190023001,43.000000000000000,1366.000000000000000,36042.000000000000000,6.000000000000000
"272",FWJCT,"4705","46471","262",6330295.727826387621462,2158256.650348894763738,18263,"06","019","002300","1","060190023001",Block Group 1,G5030,S,497888.999999999941792,0.000000000000000,"+36.7572890","-119.7904977",0.043774259611957,0.000050245194937,15000US060190023001,43.000000000000000,1366.000000000000000,36042.000000000000000,6.000000000000000
"273",FWJCT,"6141","49081","263",6330132.552269161678851,2158639.715274885762483,18263,"06","019","002300","1","060190023001",Block Group 1,G5030,S,497888.999999999941792,0.000000000000000,"+36.7572890","-119.7904977",0.043774259611957,0.000050245194937,15000US060190023001,43.000000000000000,1366.000000000000000,36042.000000000000000,6.000000000000000
"274",FWJCT,"6519","49215","264",6330625.585449906066060,2157557.428675742354244,18263,"06","019","002300","1","060190023001",Block Group 1,G5030,S,497888.999999999941792,0.000000000000000,"+36.7572890","-119.7904977",0.043774259611957,0.000050245194937,15000US060190023001,43.000000000000000,1366.000000000000000,36042.000000000000000,6.000000000000000
"275",FWJCT,"7647","51457","265",6331143.933519890531898,2157970.867036737967283,18488,"06","019","002400","3","060190024003",Block Group 3,G5030,S,410520.000000000000000,0.000000000000000,"+36.7540103","-119.7843251",0.025685583513468,0.000041426558036,15000US060190024003,25.000000000000000,1197.000000000000000,29375.000000000000000,3.000000000000000
"276",FWJCT,"7606","51964","266",6330449.540873373858631,2157905.118634000420570,18263,"06","019","002300","1","060190023001",Block Group 1,G5030,S,497888.999999999941792,0.000000000000000,"+36.7572890","-119.7904977",0.043774259611957,0.000050245194937,15000US060190023001,43.000000000000000,1366.000000000000000,36042.000000000000000,6.000000000000000
"277",FWJCT,"7567","54557","267",6330426.282476971857250,2157556.858606152236462,18263,"06","019","002300","1","060190023001",Block Group 1,G5030,S,497888.999999999941792,0.000000000000000,"+36.7572890","-119.7904977",0.043774259611957,0.000050245194937,15000US060190023001,43.000000000000000,1366.000000000000000,36042.000000000000000,6.000000000000000
"278",FWJCT,"7558","55660","268",6330268.237330698408186,2157560.134539564605802,18263,"06","019","002300","1","060190023001",Block Group 1,G5030,S,497888.999999999941792,0.000000000000000,"+36.7572890","-119.7904977",0.043774259611957,0.000050245194937,15000US060190023001,43.000000000000000,1366.000000000000000,36042.000000000000000,6.000000000000000
"279",FWJCT,"5279","66103","269",6330409.631150153465569,2157277.347008333075792,18263,"06","019","002300","1","060190023001",Block Group 1,G5030,S,497888.999999999941792,0.000000000000000,"+36.7572890","-119.7904977",0.043774259611957,0.000050245194937,15000US060190023001,43.000000000000000,1366.000000000000000,36042.000000000000000,6.000000000000000
"280",FWJCT,"5366","66077","270",6330510.000029999762774,2181307.999844000209123,22844,"06","019","004505","2","060190045052",Block Group 2,G5030,S,1263162.000000000000000,29699.000000000000000,"+36.8192776","-119.7880081",0.046948756342270,0.000130568238117,15000US060190045052,109.000000000000000,3050.000000000000000,30907.000000000000000,8.000000000000000
"281",FWJCT,"8436","39353","271",6330609.000029999762774,2181186.999844000209123,22844,"06","019","004505","2","060190045052",Block Group 2,G5030,S,1263162.000000000000000,29699.000000000000000,"+36.8192776","-119.7880081",0.046948756342270,0.000130568238117,15000US060190045052,109.000000000000000,3050.000000000000000,30907.000000000000000,8.000000000000000
"282",DMOND,"5792","81195","272",6330601.000029999762774,2181009.999844000209123,22844,"06","019","004505","2","060190045052",Block Group 2,G5030,S,1263162.000000000000000,29699.000000000000000,"+36.8192776","-119.7880081",0.046948756342270,0.000130568238117,15000US060190045052,109.000000000000000,3050.000000000000000,30907.000000000000000,8.000000000000000
"283",FWJCT,"5763","80644","273",6330731.000029998831451,2181305.999844000209123,22844,"06","019","004505","2","060190045052",Block Group 2,G5030,S,1263162.000000000000000,29699.000000000000000,"+36.8192776","-119.7880081",0.046948756342270,0.000130568238117,15000US060190045052,109.000000000000000,3050.000000000000000,30907.000000000000000,8.000000000000000
"284",FWJCT,"5726","79728","274",6330600.000029999762774,2180840.999844000209123,22844,"06","019","004505","2","060190045052",Block Group 2,G5030,S,1263162.000000000000000,29699.000000000000000,"+36.8192776","-119.7880081",0.046948756342270,0.000130568238117,15000US060190045052,109.000000000000000,3050.000000000000000,30907.000000000000000,8.000000000000000
"285",FWJCT,"5678","78796","275",6330348.000029999762774,2181021.999844000209123,22844,"06","019","004505","2","060190045052",Block Group 2,G5030,S,1263162.000000000000000,29699.000000000000000,"+36.8192776","-119.7880081",0.046948756342270,0.000130568238117,15000US060190045052,109.000000000000000,3050.000000000000000,30907.000000000000000,8.000000000000000
"286",FWJCT,"5590","76643","276",6330726.000029999762774,2181007.999844000209123,22844,"06","019","004505","2","060190045052",Block Group 2,G5030,S,1263162.000000000000000,29699.000000000000000,"+36.8192776","-119.7880081",0.046948756342270,0.000130568238117,15000US060190045052,109.000000000000000,3050.000000000000000,30907.000000000000000,8.000000000000000
"287",FWJCT,"5494","74587","277",6330891.000029998831451,2192474.999844000209123,14185,"06","019","004404","1","060190044041",Block Group 1,G5030,S,1675319.000000000000000,0.000000000000000,"+36.8468711","-119.7939614",0.069242536114870,0.000169261251048,15000US060190044041,81.000000000000000,1931.000000000000000,39191.000000000000000,15.000000000000000
"288",FWJCT,"5434","73128","278",6330692.000029999762774,2192243.999844000209123,14185,"06","019","004404","1","060190044041",Block Group 1,G5030,S,1675319.000000000000000,0.000000000000000,"+36.8468711","-119.7939614",0.069242536114870,0.000169261251048,15000US060190044041,81.000000000000000,1931.000000000000000,39191.000000000000000,15.000000000000000
"289",FWJCT,"5712","69840","279",6330484.000029999762774,2192096.999844000209123,14185,"06","019","004404","1","060190044041",Block Group 1,G5030,S,1675319.000000000000000,0.000000000000000,"+36.8468711","-119.7939614",0.069242536114870,0.000169261251048,15000US060190044041,81.000000000000000,1931.000000000000000,39191.000000000000000,15.000000000000000
"290",FWJCT,"5661","68316","280",6331022.000029999762774,2192232.999844000209123,14185,"06","019","004404","1","060190044041",Block Group 1,G5030,S,1675319.000000000000000,0.000000000000000,"+36.8468711","-119.7939614",0.069242536114870,0.000169261251048,15000US060190044041,81.000000000000000,1931.000000000000000,39191.000000000000000,15.000000000000000
"291",FWJCT,"5691","68904","281",6331236.000029999762774,2192111.999844000209123,14185,"06","019","004404","1","060190044041",Block Group 1,G5030,S,1675319.000000000000000,0.000000000000000,"+36.8468711","-119.7939614",0.069242536114870,0.000169261251048,15000US060190044041,81.000000000000000,1931.000000000000000,39191.000000000000000,15.000000000000000
"292",FWJCT,"5697","69318","282",6330762.000029999762774,2192681.999844000209123,14185,"06","019","004404","1","060190044041",Block Group 1,G5030,S,1675319.000000000000000,0.000000000000000,"+36.8468711","-119.7939614",0.069242536114870,0.000169261251048,15000US060190044041,81.000000000000000,1931.000000000000000,39191.000000000000000,15.000000000000000
"293",FWJCT,"5614","67859","283",6330844.000029999762774,2192810.999844000209123,14185,"06","019","004404","1","060190044041",Block Group 1,G5030,S,1675319.000000000000000,0.000000000000000,"+36.8468711","-119.7939614",0.069242536114870,0.000169261251048,15000US060190044041,81.000000000000000,1931.000000000000000,39191.000000000000000,15.000000000000000
"294",FWJCT,"5539","71890","284",6331341.000029999762774,2192840.999844000209123,14185,"06","019","004404","1","060190044041",Block Group 1,G5030,S,1675319.000000000000000,0.000000000000000,"+36.8468711","-119.7939614",0.069242536114870,0.000169261251048,15000US060190044041,81.000000000000000,1931.000000000000000,39191.000000000000000,15.000000000000000
"295",FWJCT,"5624","71489","285",6332018.000029999762774,2192879.999844000209123,14185,"06","019","004404","1","060190044041",Block Group 1,G5030,S,1675319.000000000000000,0.000000000000000,"+36.8468711","-119.7939614",0.069242536114870,0.000169261251048,15000US060190044041,81.000000000000000,1931.000000000000000,39191.000000000000000,15.000000000000000
"296",FWJCT,"5728","70240","286",6331334.766699054278433,2164746.087980682961643,18290,"06","019","003500","1","060190035001",Block Group 1,G5030,S,581734.000000000000000,0.000000000000000,"+36.7690601","-119.7902434",0.032567864924176,0.000058715486294,15000US060190035001,17.000000000000000,1472.000000000000000,24619.000000000000000,10.000000000000000
"297",FWJCT,"4598","23255","287",6331334.766699054278433,2164746.087980682961643,18290,"06","019","003500","1","060190035001",Block Group 1,G5030,S,581734.000000000000000,0.000000000000000,"+36.7690601","-119.7902434",0.032567864924176,0.000058715486294,15000US060190035001,17.000000000000000,1472.000000000000000,24619.000000000000000,10.000000000000000
"298",FWJCT,"5342","66888","288",6330305.000029999762774,2192105.999844000209123,14185,"06","019","004404","1","060190044041",Block Group 1,G5030,S,1675319.000000000000000,0.000000000000000,"+36.8468711","-119.7939614",0.069242536114870,0.000169261251048,15000US060190044041,81.000000000000000,1931.000000000000000,39191.000000000000000,15.000000000000000
"299",FWJCT,"7218","61602","289",6331019.000029998831451,2192005.999844000209123,14185,"06","019","004404","1","060190044041",Block Group 1,G5030,S,1675319.000000000000000,0.000000000000000,"+36.8468711","-119.7939614",0.069242536114870,0.000169261251048,15000US060190044041,81.000000000000000,1931.000000000000000,39191.000000000000000,15.000000000000000
"300",FWJCT,"14782","53416","290",6330626.000029999762774,2192695.999844000209123,14185,"06","019","004404","1","060190044041",Block Group 1,G5030,S,1675319.000000000000000,0.000000000000000,"+36.8468711","-119.7939614",0.069242536114870,0.000169261251048,15000US060190044041,81.000000000000000,1931.000000000000000,39191.000000000000000,15.000000000000000
"301",FWJCT,"10592","73272","291",6330411.000029998831451,2188267.999844000209123,22843,"06","019","004504","1","060190045041",Block Group 1,G5030,S,1288067.000000000000000,0.000000000000000,"+36.8301843","-119.7857859",0.046872004841904,0.000130108616419,15000US060190045041,89.000000000000000,1900.000000000000000,36974.000000000000000,6.000000000000000
"302",FWJCT,"10666","73219","292",6330151.000029999762774,2188265.999844000209123,18299,"06","019","004504","4","060190045044",Block Group 4,G5030,S,509318.000000000000000,0.000000000000000,"+36.8343872","-119.7943990",0.040003838007682,0.000051449120372,15000US060190045044,15.000000000000000,942.000000000000000,34923.000000000000000,3.000000000000000
"303",FWJCT,"7446","53616","293",6329960.000029999762774,2188075.999844000209123,18299,"06","019","004504","4","060190045044",Block Group 4,G5030,S,509318.000000000000000,0.000000000000000,"+36.8343872","-119.7943990",0.040003838007682,0.000051449120372,15000US060190045044,15.000000000000000,942.000000000000000,34923.000000000000000,3.000000000000000
"304",FWJCT,"2832","12","294",6330420.000029999762774,2187851.999844000209123,22843,"06","019","004504","1","060190045041",Block Group 1,G5030,S,1288067.000000000000000,0.000000000000000,"+36.8301843","-119.7857859",0.046872004841904,0.000130108616419,15000US060190045041,89.000000000000000,1900.000000000000000,36974.000000000000000,6.000000000000000
"306",FWJCT,"9243","53391","295",6330440.000029999762774,2187981.999844000209123,22843,"06","019","004504","1","060190045041",Block Group 1,G5030,S,1288067.000000000000000,0.000000000000000,"+36.8301843","-119.7857859",0.046872004841904,0.000130108616419,15000US060190045041,89.000000000000000,1900.000000000000000,36974.000000000000000,6.000000000000000
"307",FWJCT,"2391","1","296",6330423.000029999762774,2188527.999844000209123,22843,"06","019","004504","1","060190045041",Block Group 1,G5030,S,1288067.000000000000000,0.000000000000000,"+36.8301843","-119.7857859",0.046872004841904,0.000130108616419,15000US060190045041,89.000000000000000,1900.000000000000000,36974.000000000000000,6.000000000000000
"308",FWJCT,"6855","56547","297",6329944.000029999762774,2188422.999844000209123,18299,"06","019","004504","4","060190045044",Block Group 4,G5030,S,509318.000000000000000,0.000000000000000,"+36.8343872","-119.7943990",0.040003838007682,0.000051449120372,15000US060190045044,15.000000000000000,942.000000000000000,34923.000000000000000,3.000000000000000
"309",FWJCT,"15121","43679","298",6330878.000029999762774,2187583.999844000209123,22843,"06","019","004504","1","060190045041",Block Group 1,G5030,S,1288067.000000000000000,0.000000000000000,"+36.8301843","-119.7857859",0.046872004841904,0.000130108616419,15000US060190045041,89.000000000000000,1900.000000000000000,36974.000000000000000,6.000000000000000
"310",FWJCT,"8035","52822","299",6330740.000029999762774,2187442.999844000209123,22843,"06","019","004504","1","060190045041",Block Group 1,G5030,S,1288067.000000000000000,0.000000000000000,"+36.8301843","-119.7857859",0.046872004841904,0.000130108616419,15000US060190045041,89.000000000000000,1900.000000000000000,36974.000000000000000,6.000000000000000
"311",FWJCT,"7669","51994","300",6330441.000029999762774,2187441.999844000209123,22843,"06","019","004504","1","060190045041",Block Group 1,G5030,S,1288067.000000000000000,0.000000000000000,"+36.8301843","-119.7857859",0.046872004841904,0.000130108616419,15000US060190045041,89.000000000000000,1900.000000000000000,36974.000000000000000,6.000000000000000
"312",FWJCT,"7530","50964","301",6330906.000029999762774,2187281.999844000209123,22843,"06","019","004504","1","060190045041",Block Group 1,G5030,S,1288067.000000000000000,0.000000000000000,"+36.8301843","-119.7857859",0.046872004841904,0.000130108616419,15000US060190045041,89.000000000000000,1900.000000000000000,36974.000000000000000,6.000000000000000
"313",FWJCT,"10101","53593","302",6330434.000029999762774,2186924.999844000209123,22843,"06","019","004504","1","060190045041",Block Group 1,G5030,S,1288067.000000000000000,0.000000000000000,"+36.8301843","-119.7857859",0.046872004841904,0.000130108616419,15000US060190045041,89.000000000000000,1900.000000000000000,36974.000000000000000,6.000000000000000
"314",FWJCT,"7521","55660","303",6332987.326790153048933,2163675.083711173385382,18287,"06","019","003400","2","060190034002",Block Group 2,G5030,S,580171.000000000000000,0.000000000000000,"+36.7689546","-119.7766907",0.030553744675817,0.000058557242456,15000US060190034002,22.000000000000000,1672.000000000000000,17434.000000000000000,7.000000000000000
"315",FWJCT,"15276","43701","304",6332987.326790153048933,2163675.083711173385382,18287,"06","019","003400","2","060190034002",Block Group 2,G5030,S,580171.000000000000000,0.000000000000000,"+36.7689546","-119.7766907",0.030553744675817,0.000058557242456,15000US060190034002,22.000000000000000,1672.000000000000000,17434.000000000000000,7.000000000000000
